CRASH_RECORD_ID,RD_NO,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION
2fe1998070e7d89b5c0469086664f9013f754a0ce0a936cb2d6316d143624dbf31900c984fabe87735254c9d699cad539c19940c100ced817a6d5b06b448cdd5,JF313872,,07/11/2022 05:48:00 PM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",07/11/2022 05:48:00 PM,DISREGARDING STOP SIGN,UNABLE TO DETERMINE,1957,W,SCHOOL ST,1922,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,17,2,7,41.941289887,-87.678205237,POINT (-87.678205237447 41.941289886754)
f97bab399c4992b277a5848098df713f37de9d04bd5fdb2bc49650d6dc73567b8640077a3eb488525ef2da5f075f011715598822a345f5a8af3da15a40f011a3,JF374519,,08/29/2022 08:50:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",08/29/2022 08:55:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2758,N,MILWAUKEE AVE,1412,,,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,8,2,8,41.931217765,-87.711164673,POINT (-87.711164672885 41.931217764905)
2b78c981a1e140c6f07344a6fcdbed494e997e9b23e609ea5eb7573fc17911e6e22956933e328ea256909a4eb7d7fc509e4383d7b12cb1f3e95a2db62858d1ee,JF378140,,08/31/2022 08:08:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"$501 - $1,500",08/31/2022 08:08:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3200,N,DAMEN AVE,1921,,,,,,,2,INCAPACITATING INJURY,1,0,1,0,0,1,0,20,4,8,41.939616105,-87.678503529,POINT (-87.678503528692 41.939616104748)
43aa1196230618424621a7f645d6f3c6bb3185279e16981b41f9057698230a639861d55f3133a803c2b20b7f087c3b5ccd117db5c61a8ddce4bff44417a96f7b,JF360439,,08/17/2022 05:05:00 PM,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,$500 OR LESS,08/17/2022 05:15:00 PM,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,999,W,FULLERTON AVE,1812,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,17,4,8,41.925268276,-87.653487564,POINT (-87.653487564139 41.925268275703)
9661d3bccaa8b8271cf513c7534cc743f94cf90b1d637a6744ba4419b0abdf7a7b815658828f22c9b9d25c720c24113a2b7f88d158dcaddbf656572fb53ad076,JF360574,,08/17/2022 05:20:00 PM,30,NO CONTROLS,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",08/17/2022 07:21:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,UNABLE TO DETERMINE,2232,W,PERSHING RD,912,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,4,8,41.823142424,-87.681410532,POINT (-87.68141053222 41.823142424205)
aa17b06e6e614fe66377d684ce41ba574daa1af5c4460d02f6bab1c5fd846c3140ad1956b51d15c19184d4c813e47de474e0f29993e4fd7fc9ea88cd3c718b8a,JF360639,,08/17/2022 05:50:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,Y,"$501 - $1,500",08/17/2022 08:00:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,1958,N,MILWAUKEE AVE,1434,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,17,4,8,41.91693959,-87.687828323,POINT (-87.687828322989 41.916939590331)
ab9d6dcc78877e839e071264bf6498502a02bfc1e23ea940e1311a04f894a5ce961ecb74e30650aecf2d025fe0a26ae1bc9cac7af9f8b5e000092c6b158f1bf4,JF360536,,08/17/2022 06:22:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,$500 OR LESS,08/17/2022 06:35:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,5025,N,DAMEN AVE,2032,,,,,,,2,INCAPACITATING INJURY,1,0,1,0,0,1,0,18,4,8,41.973210416,-87.679170984,POINT (-87.679170983811 41.973210416487)
e5328c6a98bec840fbfc901b9f42482f41547f80a69106053d65556a03dc3271141aa48393a5ee9b9192aa7ab60a486571ef6f7dda1e0d5763e464e679463c13,JF359927,,08/17/2022 10:29:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",08/17/2022 10:30:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,141,W,VAN BUREN ST,122,,,Y,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,2,0,10,4,8,41.876761862,-87.632193264,POINT (-87.632193263646 41.876761862118)
fa94fbe0e57d9cec81c5bfbcf2cb96ea8acbd5e9a0f0cd4c3fb52f20217151b0c54a2588b7b6c23c9019c24b4a21d97493c474950e4a43d782df1a79aeae26ee,JF359856,,08/17/2022 09:20:00 AM,25,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"$501 - $1,500",08/17/2022 09:29:00 AM,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",NOT APPLICABLE,10000,S,BELL AVE,2213,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,9,4,8,41.711795384,-87.678299908,POINT (-87.678299908466 41.711795384241)
cfe596879562a68ea53e70571e2acfba1223ded1cb8cf6363007409819aa8c6fe8455f7071851e0686fcec43aa1e01eb9630c59d0834c59a7421ffd448a2031a,JF379541,Y,08/30/2022 04:50:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN BARRIER,,"CURVE, LEVEL",DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",09/01/2022 10:50:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,39,E,ROOSEVELT RD,131,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,3,8,41.867321764,-87.625870201,POINT (-87.625870200766 41.867321764022)
1b1c6ed43ea5f615f5737d10af1b738edbb2026c36317b7f13b4a702ebf555e7ab9568d57b4b8d40d40a8e1e6274e8f7f52486931da2a21da4e8257da735f216,JF368985,,08/24/2022 05:44:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",08/24/2022 05:48:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,5115,W,WASHINGTON BLVD,1533,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,4,8,41.881603454,-87.753279024,POINT (-87.753279024351 41.8816034543)
274b6261269346933efe0a2824c91d0852125c3400179bdc51d167c1343177ad78ade8508624a6e5b543e3c9eb0c5a330d462d3cc7742c717e507b7ff839b9e0,JF361821,,08/18/2022 08:00:00 PM,25,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,08/18/2022 08:06:00 PM,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",UNABLE TO DETERMINE,3541,N,BROADWAY,1925,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,20,5,8,41.946685264,-87.646706942,POINT (-87.646706942202 41.946685263625)
a9a49a7965992eed832c379ca0a4ec4291604031b0579a8da606bbb8dc21a25b38e208e99ccc428f1e05be9ec008f3af7d2eaf7010490ee72f3de52496774a54,JF361682,,08/18/2022 06:01:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,$500 OR LESS,08/18/2022 06:01:00 PM,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",UNABLE TO DETERMINE,1800,W,DEVON AVE,2432,,,,,,,2,INCAPACITATING INJURY,1,0,1,0,0,1,0,18,5,8,41.998098359,-87.675253374,POINT (-87.675253373877 41.998098359481)
814e6948ec5758e544d4d292fdae0ff388b1a31bca42985e6a97f3eebab88cf810a1d01b3c601fcc4c0206f3eaf31ae4e7846aa8f9e50e10d593a7c30d25efa8,JE369580,,09/11/2021 11:57:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,09/11/2021 12:03:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,1610,S,HALSTED ST,1235,,,Y,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,7,9,41.859605662,-87.646842971,POINT (-87.646842971082 41.859605661991)
fba4fad3d4d40c80c0289c83f60a4d517cf113b7c17d3c9d9616b795ed71713692f8d29053df6f2104e06dc92995e8b621c97bc484216e6a69f6c22d011afba7,JF375935,,07/30/2022 09:30:00 AM,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",08/30/2022 10:10:00 AM,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,754,W,35TH ST,915,,,,,,,2,INCAPACITATING INJURY,1,0,1,0,0,1,0,9,7,7,41.830862919,-87.645879234,POINT (-87.645879234156 41.830862919425)
105adcddf72138b4c7e911c9038b4e07fdcbaf570b17f991b75e2fa7d34e2832e8626867e4fd15a6c168be409c47055d3387de54d4e15f83b76cd3d8a3a8124a,JF363123,,08/19/2022 08:30:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",08/19/2022 08:38:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1598,W,DIVISION ST,1424,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,20,6,8,41.903456717,-87.667447219,POINT (-87.66744721919 41.903456716826)
16e772a29aa903888df465c34679f52f070333c6e11ab7b3018afc15420e42ce35be3f4c795cebf9d798823e30013340c7547f66b3803a3cb03c3487303b1d89,JF365825,,08/19/2022 03:20:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",08/22/2022 11:15:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,2392,N,MILWAUKEE AVE,1414,,,Y,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,15,6,8,41.924646801,-87.700420596,POINT (-87.700420595529 41.924646800503)
066ff52ea175a07dd23f85f23ea084fb93d28131923020355d664386c69c180e62ba2ddbdd6a307f6611a60a98a9226358f8308c7f75724a92a2a7c9436da729,JF363752,,08/20/2022 12:00:00 PM,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,08/20/2022 12:35:00 PM,IMPROPER LANE USAGE,NOT APPLICABLE,812,S,CENTRAL AVE,1513,,,Y,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,12,7,8,41.86983607,-87.764556748,POINT (-87.764556747647 41.869836070467)
56a91e66d9f0db16b67678bc6c5fe6bf043e6c89abaa4c2296acce786e5ceac1842e0a1bab38807cb4cc9f70c88434bd60eb5b42c61c0795191ed10b00845a8b,JF363610,,08/20/2022 08:55:00 AM,30,UNKNOWN,UNKNOWN,CLOUDY/OVERCAST,UNKNOWN,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",08/20/2022 09:09:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,425,E,MC FETRIDGE DR,132,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,8,7,8,41.864888015,-87.617401127,POINT (-87.617401126734 41.864888015334)
82a7fb307ce68b10b3eba5e09c1b94956b74ecbde7d5b1d56c01975d692b2c8172ebf113a78e7d078c8c84ba5c01804b5f1aa1643308b42c95a3afc5d6227b32,JF363672,,08/20/2022 11:09:00 AM,30,YIELD,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",08/20/2022 11:09:00 AM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,3740,N,HALSTED ST,1923,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,11,7,8,41.950290379,-87.649731523,POINT (-87.649731523109 41.950290379189)
a5f862d901da6ccd03b63241f94c71ea86d45ad76b71186679989a273c816e101f8b77571324204c4c96117165e935fec8611b49f7aa902060de618a9e8d06f9,JF364844,,08/20/2022 05:10:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",08/21/2022 01:05:00 PM,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,4357,W,BELMONT AVE,2523,,,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,17,7,8,41.938852441,-87.736980572,POINT (-87.736980571951 41.938852440777)
41ab80e997a494721adca4210c0ad6175cdbddd531a721ebe84f5d9cf06cdcc09044d5b463397e275967ab23f6299db8dca2e325ed9033de74496f398fe8a22f,JF365195,,08/21/2022 06:40:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,PEDALCYCLIST,ONE-WAY,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",08/21/2022 06:50:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2432,W,BERWYN AVE,2011,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,1,8,41.97780051,-87.690587428,POINT (-87.690587427804 41.977800510458)
6b6dc29fa7cf5d58a0088157ee97707722836d885ad9263be91271002389c6c24c1fc1593435ea9e2e0b80fb74602359e434a55083fc2c702cb0ac47e9abeb31,JF364922,,08/21/2022 01:45:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",08/21/2022 02:00:00 PM,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,3200,W,OGDEN AVE,1022,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,13,1,8,41.858053255,-87.705555636,POINT (-87.705555636014 41.858053255297)
9b5478542b727b16883478747b003d632b8132af5454764565b99480d2f683f1a969c6b9398c91b9c1cf10ed2cd979a4512126b43f139804c8584a3fb648b493,JF371595,,08/21/2022 02:30:00 AM,30,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,,Y,$500 OR LESS,08/26/2022 06:55:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1652,N,MILWAUKEE AVE,1434,,,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,2,1,8,41.911369887,-87.679222214,POINT (-87.679222213649 41.91136988698)
1929ea7d27ec3b81c18ad6749257ef4488182a9f74c14e002cfc99bc1fa4099be70450df19933be05430c49ef48ce2d2cd689db783ae66f10fac99b3b00c4f40,JF369128,N,08/22/2022 06:00:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,Y,"OVER $1,500",08/24/2022 07:37:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1440,N,KOSTNER AVE,2533,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,18,2,8,41.90737693,-87.736419121,POINT (-87.736419121286 41.907376930275)
1e1a2805eb4a6223ea16de23c4d42f6be6d2447e4b1690e5d89187b9a593c3e03667b2e4e6fea296f471443169ece9a65a472091488f7ee61158fb7f6bc6c503,JF366264,,08/22/2022 03:20:00 PM,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,Y,"OVER $1,500",08/22/2022 03:20:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1559,W,71ST ST,734,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,15,2,8,41.764799733,-87.663734792,POINT (-87.663734791989 41.764799733203)
52af6247953e05c20b7bc67753ce021c54cc79ae51d95559401343b7c2ed4aeb5a5c81170a0e2920ab38e4b0cc2b29661a861ed7f38eacbadaee6aaf6748e314,JF365811,,08/22/2022 09:45:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,08/22/2022 11:00:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,1800,N,HUMBOLDT BLVD,1421,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,2,8,41.913925247,-87.702127645,POINT (-87.702127645039 41.913925247246)
72ee64fbbfd73a2ec14002782bf3229d8a0d8334a86af0a1c0f1c0f8483da2037d35ab02ad907369473275384d74f81af6aac7ab14dc9e191f3c3e4f1acb4eb2,JF366392,,08/22/2022 05:18:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,Y,$500 OR LESS,08/22/2022 05:20:00 PM,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,1600,N,DAMEN AVE,1434,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,2,8,41.910588421,-87.67764382,POINT (-87.677643820277 41.91058842145)
8988e89c3cf8744e59dda391df6e9fab228948826a1ac5b643f702e529248f4e8fd31ae7c4568c338718ea1a257ec3c068b18a19f96626a20d64c897be274ea2,JF365820,Y,08/22/2022 10:30:00 AM,25,UNKNOWN,UNKNOWN,CLEAR,DAYLIGHT,PEDALCYCLIST,T-INTERSECTION,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",08/22/2022 10:57:00 AM,FAILING TO YIELD RIGHT-OF-WAY,FOLLOWING TOO CLOSELY,4650,W,MADISON ST,1113,,,Y,,,,2,INCAPACITATING INJURY,1,0,1,0,0,1,0,10,2,8,41.880643788,-87.742171927,POINT (-87.742171926643 41.880643788046)
9bda81b79655142a8b7fbdaa6a40e20e1a5382f85c8e076d5f169c7547fc9c3bf9438906424289362cee5fed12c5a2394929d345cd772691dfa91f772e5280cb,JF366619,,08/22/2022 08:17:00 PM,30,UNKNOWN,UNKNOWN,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,ALLEY,,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,$500 OR LESS,08/22/2022 08:17:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,5147,W,PARKER AVE,2521,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,20,2,8,41.930391659,-87.75580264,POINT (-87.755802640174 41.930391659421)
a25e30a8677b547e7712ed3f325727182af64a94d63ab32a63ba4c2a62178719408ed21ea0f3fd4f170cc1db021395461c28f2c41bfa3628dc0c1d715dafae3d,JF366621,,08/22/2022 08:13:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",08/22/2022 08:13:00 PM,DISREGARDING TRAFFIC SIGNALS,FAILING TO REDUCE SPEED TO AVOID CRASH,3500,S,COTTAGE GROVE AVE,212,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,20,2,8,41.83105184,-87.610739064,POINT (-87.61073906376 41.831051840212)
b21cb5967a6fcfece51ec298fe1f5f9be08db7c2608633a1a0357d90e708b3bacd85711651f3f6da13cec7d0581277c42ea1deb95cb73b5214f954c298c6194f,JF366473,,08/22/2022 10:00:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",08/22/2022 06:34:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,5700,S,KEDZIE AVE,822,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,10,2,8,41.789790822,-87.70359877,POINT (-87.703598769655 41.789790821511)
c5dce220b71e8bfef19050f098d3e42e2efa5bac5193d56ca58b8474137ecef88623e8ba14b98780b49cb03590119719656d1968a01a65e50ebb9bab333c80b9,JF366237,,08/22/2022 03:35:00 PM,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,$500 OR LESS,08/22/2022 03:40:00 PM,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,2310,W,LOGAN BLVD,1432,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,15,2,8,41.930295459,-87.685818742,POINT (-87.685818741592 41.930295458606)
830942d4cafa993166be760b0eb805b3ba75fc32e87682db7f07f473b67d067663643a4aa0f60742a77965337b5024a71089b77a371389b7e81e008ee846d9e9,JF321769,,07/17/2022 04:40:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,"$501 - $1,500",07/18/2022 11:10:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4400,N,SHERIDAN RD,1914,,,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,16,1,7,41.961823072,-87.654896083,POINT (-87.654896083223 41.961823071539)
